name,iata_code
Doylestown Airport,DYL
Dyess Air Force Base,DYS
Polgolla Reservoir Seaplane Base,KDZ
Vipingo Estate Airport,VPG
Kichwa Tembo Airport,KTJ
Ol Seki Airstrip,OSJ
Olare Orok Airfield,OLG
Mara North Conservancy Airstrip,HKR
Angama Airport,ANA
Musiara Airstrip,MDR
Olkiombo Airport,OLX
Kerio Valley Airport,KRV
Kiunga Airport,KIU
Liboi Airport,LBK
Lake Baringo Airport,LBN
Lake Rudolf Airport,LKU
Mumias Airport,MUM
Roy Hurd Memorial Airport,MIF
Crane County Airport,CCG
Ohkay Owingeh Airport,ESO
Whiteriver Airport,WTR
Alpine Casparis Municipal Airport,ALE
Bagdad Airport,BGT
Phifer Airfield,EAN
Kearney Regional Airport,EAR
Pangborn Memorial Airport,EAT
Chippewa Valley Regional Airport,EAU
Nanwalek Airport,KEB
Webster City Municipal Airport,EBS
Elizabeth City Regional Airport & Coast Guard Air Station,ECG
Northwest Florida Beaches International Airport,ECP
Mondell Field,ECS
Northeastern Regional Airport,EDE
Enterprise Municipal Airport,ETS
Edwards Air Force Base,EDW
Needles Airport,EED
Dillant Hopkins Airport,EEN
Ellington Airport,EFD
Northeast Kingdom International Airport,EFK
Jefferson Municipal Airport,EFW
Keglsugl Airport,KEG
Eagle County Regional Airport,EGE
Duke Field,EGI
Eagle River Union Airport,EGV
Ekwok Airport,KEK
Murray Field,EKA
Elkhart Municipal Airport,EKI
Elkins-Randolph County Regional Airport,EKN
Elko Regional Airport,EKO
Addington Field / Elizabethtown Regional Airport,EKX
Eagle Lake Airport,ELA
South Arkansas Regional Airport at Goodwin Field,ELD
Elk City Regional Business Airport,ELK
Elmira Corning Regional Airport,ELM
Bowers Field,ELN
Ely Municipal Airport,LYU
El Paso International Airport,ELP
Ely Airport Yelland Field,ELY
Wellsville Municipal Airport - Tarantine Field,ELZ
Kemmerer Municipal Airport,EMM
Emporia Municipal Airport,EMP
San Gabriel Valley Airport,EMT
Vance Air Force Base,END
Centralia Municipal Airport,ENL
Wendover Airport,ENV
Kenosha Regional Airport,ENW
Keokuk Municipal Airport,EOK
Ephrata Municipal Airport,EPH
Captain Jack Thomas El Dorado Airport,EDK
Erie International Tom Ridge Field,ERI
Errol Airport,ERR
Kerrville / Kerr County Airport at Louis Schreiner Field,ERV
Delta County Airport,ESC
Esler Army Airfield / Esler Regional Airport,ESF
Easton Airport / Newnam Field,ESN
Estherville Municipal Airport,EST
Easton State Airport,ESW
West Bend Municipal Airport,ETB
Eastland Municipal Airport,ETN
Weedon Field,EUF
Mahlon Sweet Field,EUG
Eveleth/Virginia Municipal Airport,EVM
Evansville Regional Airport,EVV
Evanston-Uinta County Airport-Burns Field,EVW
New Bedford Regional Airport,EWB
Newton City-County Airport,EWK
Coastal Carolina Regional Airport,EWN
Newark Liberty International Airport,EWR
Kanabea Airport,KEX
Key West International Airport,EYW
Kelani-Peliyagoda Seaplane Base,KEZ
Wilbarger County Airport,WIB
French Valley Airport,RBK
Felker Army Air Field,FAF
Farmington Regional Airport,FAM
Hector International Airport,FAR
Fresno Yosemite International Airport,FAT
Fayetteville Regional Airport - Grannis Field,FAY
Simmons Army Air Field,FBG
Faribault Municipal Airport-Liz Wall Strohfus Field,FBL
Fort Bridger Airport,FBR
Fairbury Municipal Airport,FBY
Fresno Chandler Executive Airport,FCH
Flying Cloud Airport,FCM
Butts AAF (Fort Carson) Air Field,FCS
Forrest City Municipal Airport,FCY
Frederick Municipal Airport,FDK
Frederick Regional Airport,FDR
Findlay Airport,FDY
Albertus Airport,FEP
Fremont Municipal Airport,FET
First Flight Airport,FFA
Fairfield Municipal Airport,FFL
Fergus Falls Municipal Airport - Einar Mickelson Field,FFM
Wright-Patterson Air Force Base,FFO
Capital City Airport,FFT
Falcon Field,MSC
Friday Harbor Airport,FRD
Sierra Vista Municipal Airport / Libby Army Air Field,FHU
Venango Regional Airport,FKL
Franklin Regional Airport,FKN
Fond du Lac County Airport,FLD
Flagstaff Pulliam International Airport,FLG
Fort Lauderdale Hollywood International Airport,FLL
Florence Regional Airport,FLO
Marion County Regional Airport,FLP
Sherman Army Air Field,FLV
Fallon Municipal Airport,FLX
Tipton Airport,FME
Cape Cod Coast Guard Air Station,FMH
Four Corners Regional Airport,FMN
Page Field,FMY
Northern Colorado Regional Airport,FNL
Bishop International Airport,FNT
Fort Dodge Regional Airport,FOD
Topeka Regional Airport,FOE
Francis S Gabreski Airport,FOK
Fillmore Municipal Airport,FIL
St Lucie County International Airport,FPR
Republic Airport,FRG
French Lick Municipal Airport,FRH
Marshall Army Air Field,FRI
Fairmont Municipal Airport,FRM
Front Royal Warren County Airport,FRR
Sioux Falls Regional Airport / Joe Foss Field,FSD
Henry Post Army Air Field (Fort Sill),FSI
Fort Scott Municipal Airport,FSK
Fort Smith Regional Airport,FSM
Fort Stockton Pecos County Airport,FST
Fort Sumner Municipal Airport,FSU
Fort Madison Municipal Airport,FMS
Godman Army Air Field,FTK
Fort Worth Meacham International Airport,FTW
Fulton County Airport Brown Field,FTY
Fullerton Municipal Airport,FUL
Northern Aroostook Regional Airport,WFK
Fort Wayne International Airport,FWA
Fort Lauderdale Executive Airport,FXE
Forest City Municipal Airport,FXY
Fayetteville Municipal Airport,FYM
Drake Field,FYV
Northeast Alabama Regional Airport,GAD
Gage Airport,GAG
Montgomery County Airpark,GAI
Great Bend Municipal Airport,GBD
Galesburg Municipal Airport,GBG
Walter J. Koladza Airport,GBR
Northeast Wyoming Regional Airport,GCC
Grant County Regional Airport / Ogilvie Field,JDA
Garden City Regional Airport,GCK
Grand Canyon National Park Airport,GCN
Greeneville Municipal Airport,GCY
Gardner Municipal Airport,GDM
Dawson Community Airport,GDV
Gladwin Zettel Memorial Airport,GDW
Delaware Coastal Airport,GED
Spokane International Airport,GEG
South Big Horn County Airport,GEY
Malmstrom Air Force Base,GFA
Grand Forks International Airport,GFK
Floyd Bennett Memorial Airport,GFL
Georgetown County Airport,GGE
East Texas Regional Airport,GGG
Wokal Field/Glasgow-Valley County Airport,GGW
Centerville Municipal Airport,GHM
Winter Haven Regional Airport - Gilbert Field,GIF
Grand Junction Regional Airport,GJT
Port Meadville Airport,MEJ
Gatlinburg-Pigeon Forge Airport,GKT
Goodland Municipal Airport,GLD
Gainesville Municipal Airport,GLE
Mid Delta Regional Airport,GLH
Gaylord Regional Airport,GLR
Scholes International At Galveston Airport,GLS
Glasgow Municipal Airport,GLW
Greenville Downtown Airport,GMU
Gooding Municipal Airport,GNG
Grants-Milan Municipal Airport,GNT
Gainesville Regional Airport,GNV
Guthrie-Edmond Regional Airport,GOK
Groton New London Airport,GON
Glacier Park International Airport,FCA
Gulfport Biloxi International Airport,GPT
Grand Rapids Itasca Co-Gordon Newstrom field,GPZ
Galion Municipal Airport,GQQ
Austin Straubel International Airport,GRB
Greenwood County Airport,GRD
Greenville Airport,GRE
Gray Army Air Field,GRF
Central Nebraska Regional Airport,GRI
Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field,GRK
Gordon Municipal Airport,GRN
Gerald R. Ford International Airport,GRR
Seymour Johnson Air Force Base,GSB
Goshen Municipal Airport,GSH
Piedmont Triad International Airport,GSO
Greenville Spartanburg International Airport,GSP
Great Falls International Airport,GTF
Grantsburg Municipal Airport,GTG
Golden Triangle Regional Airport,GTR
Gunnison Crested Butte Regional Airport,GUC
Gallup Municipal Airport,GUP
Grissom Air Reserve Base,GUS
Guymon Municipal Airport,GUY
Lee Gilmer Memorial Airport,GVL
Majors Airport,GVT
Kagi Airport,KGW
Greenwood–Leflore Airport,GWO
Glenwood Springs Municipal Airport,GWS
Grayling Airport,KGX
Greeley–Weld County Airport,GXY
Donaldson Field Airport,GDC
North Texas Regional Airport/Perrin Field,PNX
Phoenix Goodyear Airport,GYR
Gary Chicago International Airport,GYY
Glacier Creek Airport,KGZ
Dara Sakor International Airport,DSY
Marion County Rankin Fite Airport,HAB
Half Moon Bay Airport,HAF
Three Rivers Municipal Dr Haines Airport,HAI
Butler Co Regional Airport - Hogan Field,HAO
Hattiesburg Bobby L Chain Municipal Airport,HBG
Hobart Regional Airport,HBR
Brewster Field,HDE
Yampa Valley Airport,HDN
Thompson-Robbins Airport,HEE
Manassas Regional Airport/Harry P. Davis Field,MNZ
Natchez–Adams County Airport / Hardy-Anders Field,HEZ
Hartford Brainard Airport,HFD
Mackall Army Air Field,HFF
Hagerstown Regional Richard A Henson Field,HGR
Jack Northrop Field Hawthorne Municipal Airport,HHR
Stan Stamper Municipal Airport,HUJ
Range Regional Airport,HIB
Mount Washington Regional Airport,HIE
Hill Air Force Base,HIF
Lake Havasu City International Airport,HII
Portland Hillsboro Airport,HIO
Blytheville Municipal Airport,HKA
Hawkins Field,HKS
Hickory Regional Airport,HKY
Hillenbrand Industries Airport,HLB
Hill City Municipal Airport,HLC
Wheeling Ohio County Airport,HLG
Park Township Airport,HLM
Helena Regional Airport,HLN
Hood Army Air Field,HLR
Holloman Air Force Base,HMN
Hemet Ryan Airport,HMT
Huntingburg Airport,HNB
Henderson Executive Airport,HSH
Lea County Regional Airport,HOB
Huron Regional Airport,HON
Campbell Army Airfield (Fort Campbell),HOP
Memorial Field Airport,HOT
William P Hobby Airport,HOU
Westchester County Airport,HPN
Hampton Municipal Airport,HPT
Baytown Airport,HPY
Bowerman Airport,HQM
Hermiston Municipal Airport,HES
Valley International Airport,HRL
Boone County Airport,HRO
Harrisburg-Raleigh Airport,HSB
Billy Mitchell Airport,HNC
Hot Springs County Airport,THP
Hastings Municipal Airport,HSI
Ingalls Field,HSP
Homestead ARB Airport,HST
Huntsville International Carl T Jones Field,HSV
Hawthorne Industrial Airport,HTH
Roscommon County - Blodgett Memorial Airport,HTL
Town of East Hampton Airport,HTO
Tri-State Airport / Milton J. Ferguson Field,HTS
Lawrence County Airpark,HTW
Redstone Army Air Field,HUA
"Terre Haute Regional Airport, Hulman Field",HUF
Houlton International Airport,HUL
Houma Terrebonne Airport,HUM
Hutchinson Municipal Airport,HUT
Hanksville Airport,HVE
Tweed New Haven Airport,HVN
Havre City County Airport,HVR
Hartsville Regional Airport,HVS
Hayward Executive Airport,HWD
North Perry Airport,HWO
Brookhaven Calabro Airport,WSH
Hilton Head Airport,HHH
Cape Cod Gateway Airport,HYA
Sawyer County Airport,HYR
Hays Regional Airport,HYS
Hazleton Municipal Airport,HZL
Northeast Ohio Regional Airport,JFN
McConnell Air Force Base,IAB
Washington Dulles International Airport,IAD
Niagara Falls International Airport,IAG
George Bush Intercontinental Houston Airport,IAH
Ivanof Bay Seaplane Base,KIB
Schenck Field,ICL
Wichita Eisenhower National Airport,ICT
Idaho Falls Regional Airport,IDA
Indiana County–Jimmy Stewart Airport,IDI
Independence Municipal Airport,IDP
Pine Ridge Airport,XPR
Iowa Falls Municipal Airport,IFA
Laughlin Bullhead International Airport,IFP
Kingman Airport,IGM
Greater Kankakee Airport,IKK
Kilwa Airport,KIL
Skylark Field,ILE
New Castle Airport,ILG
Wilmington International Airport,ILM
Wilmington Airpark,ILN
Imperial Municipal Airport,IML
Immokalee Regional Airport,IMM
Madison Municipal Airport,MDN
Ford Airport,IMT
Indianapolis International Airport,IND
Winkler County Airport,INK
Falls International Airport,INL
Creech Air Force Base,INS
Smith Reynolds Airport,INT
Winslow Lindbergh Regional Airport,INW
Iowa City Municipal Airport,IOW
Imperial County Airport,IPL
Williamsport Regional Airport,IPT
Kira Airport,KIQ
Kirksville Regional Airport,IRK
Kirsch Municipal Airport,IRS
Kissimmee Gateway Airport,ISM
Kinston Regional Jetport At Stallings Field,ISO
Long Island Mac Arthur Airport,ISP
Schoolcraft County Airport,ISQ
Alexander Field South Wood County Airport,ISW
Ithaca Tompkins Regional Airport,ITH
Phoenix–Mesa Gateway Airport,AZA
Gogebic Iron County Airport,IWD
Wiscasset Airport,ISS
West Houston Airport,IWS
New Century AirCenter Airport,JCI
Inyokern Airport,IYK
Santa Ynez Airport,SQA
Eastern Slopes Regional Airport,FRY
Jackson Hole Airport,JAC
Jackson-Medgar Wiley Evers International Airport,JAN
Jasper County Airport Bell Field,JAS
Jacksonville International Airport,JAX
Jonesboro Municipal Airport,JBR
Kimble County Airport,JCT
Jordan Airport,JDN
Jefferson City Memorial Airport,JEF
John F Kennedy International Airport,JFK
Chautauqua County-Jamestown Airport,JHW
Jack Edwards National Airport,GUF
Joplin Regional Airport,JLN
Jamestown Regional Airport,JMS
Joliet Regional Airport,JOT
Concord-Padgett Regional Airport,USA
Cherokee County Airport,JKV
John Murtha Johnstown Cambria County Airport,JST
Southern Wisconsin Regional Airport,JVL
Blang Pidie Airport,KJX
Jackson County Airport/Reynolds Field,JXN
Kitoi Bay Seaplane Base,KKB
Mesa Del Rey Airport,KIC
Karluk Lake Seaplane Base,KKL
Southwest Washington Regional Airport,KLS
Ekuk Airport,KKU
Furnace Creek Airport,DTH
Borrego Valley Airport,BXS
Big Bear City Airport,RBF
Trona Airport,TRH
Southeast Colorado Regional Airport,LAA
Purdue University Airport,LAF
Lakeland Linder International Airport,LAL
Los Alamos Airport,LAM
Capital City Airport,LAN
Laramie Regional Airport,LAR
Harry Reid International Airport,LAS
Lawton Fort Sill Regional Airport,LAW
Los Angeles / Tom Bradley International Airport,LAX
Lubbock Preston Smith International Airport,LBB
Arnold Palmer Regional Airport,LBE
North Platte Regional Airport Lee Bird Field,LBF
Liberal Mid-America Regional Airport,LBL
Lumberton Regional Airport,LBT
Texas Gulf Coast Regional Airport,LJN
Lake Charles Regional Airport,LCH
Laconia Municipal Airport,LCI
Rickenbacker International Airport,LCK
Lake City Gateway Airport,LCQ
Linden Airport,LDJ
Mason County Airport,LDM
Lebanon Municipal Airport,LEB
Leesburg International Airport,LEE
Lemmon Municipal Airport,LEM
Auburn Lewiston Municipal Airport,LEW
Blue Grass Airport,LEX
Langley Air Force Base,LFI
Angelina County Airport,LFK
Lafayette Regional Airport,LFT
La Guardia Airport,LGA
Long Beach Airport (Daugherty Field),LGB
LaGrange Callaway Airport,LGC
La Grande/Union County Airport,LGD
Laguna Army Airfield,LGF
Logan-Cache Airport,LGU
William T. Piper Memorial Airport,LHV
MidCoast Regional Airport at Wright Army Airfield,LIY
Triangle North Executive Airport,LFN
Limon Municipal Airport,LIC
Bill & Hillary Clinton National Airport/Adams Field,LIT
Lake Placid Airport,LKP
Louisa County Airport / Freeman Field,LOW
Lake County Airport,LKV
Challis Airport,CHL
Louisville Winston County Airport,LMS
Crater Lake-Klamath Regional Airport,LMT
Palm Beach County Park Airport,LNA
Hunt Field,LND
Lincoln Airport,LNK
Lake County Executive Airport,LNN
Lonesome Pine Airport,LNP
Tri-County Regional Airport,LNR
Lancaster Airport,LNS
Derby Field,LOL
Wings Field,BBX
Lewis University Airport,LOT
Bowman Field,LOU
London-Corbin Airport/Magee Field,LOZ
Lompoc Airport,LPC
Pickens County Airport,LQK
Laredo International Airport,LRD
Little Rock Air Force Base,LRF
Le Mars Municipal Airport,LRJ
Las Cruces International Airport,LRU
Lordsburg Municipal Airport,LSB
La Crosse Regional Airport,LSE
Lawson Army Air Field,LSF
Lusk Municipal Airport,LSK
Los Banos Municipal Airport,LSN
Nellis Air Force Base,LSV
Altus Air Force Base,LTS
Luke Air Force Base,LUF
Cincinnati Municipal Airport Lunken Field,LUK
Hesler Noble Field,LUL
Livermore Municipal Airport,LVK
Brunswick Municipal Airport,LVL
Mission Field,LVM
Las Vegas Municipal Airport,LVS
Greenbrier Valley Airport,LWB
Lawrence Municipal Airport,LWC
Wells Municipal Airport/Harriet Field,LWL
Lawrence Municipal Airport,LWM
Lewiston Nez Perce County Airport,LWS
Lewistown Municipal Airport,LWT
Lawrenceville Vincennes International Airport,LWV
Jim Kelly Field,LXN
Lake County Airport,LXV
Lynchburg Regional Airport - Preston Glenn Field,LYH
Lyons-Rice County Municipal Airport,LYO
Gwinnett County Briscoe Field,LZU
Poplarville Pearl River County Airport,PCU
Malta Airport,MLK
Macon Downtown Airport,MAC
Madera Municipal Airport,MAE
Midland International Air and Space Port,MAF
Malden Regional Airport,MAW
Koinambe Airport,KMB
Mobridge Municipal Airport,MBG
Manistee County Blacker Airport,MBL
Bruce Campbell Field,DXE
MBS International Airport,MBS
Omar N Bradley Airport,MBY
McComb-Pike County Airport / John E Lewis Field,MCB
McClellan Airfield,MCC
Mackinac Island Airport,MCD
Merced Regional Macready Field,MCE
MacDill Air Force Base,MCF
Kansas City International Airport,MCI
McCook Ben Nelson Regional Airport,MCK
Middle Georgia Regional Airport,MCN
Orlando International Airport,MCO
Mason City Municipal Airport,MCW
Martindale Army Heliport,MDA
Midland Airpark,MDD
Southern Illinois Airport,MDH
Madison Municipal Airport,XMD
Harrisburg International Airport,MDT
Chicago Midway International Airport,MDW
Taylor County Airport,MDF
Laurinburg Maxton Airport,MXE
Key Field / Meridian Regional Airport,MEI
Memphis International Airport,MEM
Castle Airport,MER
Minden-Tahoe Airport,MEV
Kamina Airport,KMF
Mansfield Lahm Regional Airport,MFD
McAllen Miller International Airport,MFE
Marshfield Municipal Airport,MFI
Rogue Valley International Medford Airport,MFR
Accomack County Airport,MFV
Michigan City Municipal Airport,MGC
Dobbins Air Reserve Base,MGE
Orange County Airport,MGJ
Montgomery Regional (Dannelly Field) Airport,MGM
Moultrie Municipal Airport,MGR
Morgantown Municipal Airport Walter L. (Bill) Hart Field,MGW
Dayton-Wright Brothers Airport,MGY
Mitchell Municipal Airport,MHE
Manhattan Regional Airport,MHK
Marshall Memorial Municipal Airport,MHL
Sacramento Mather Airport,MHR
Manchester-Boston Regional Airport,MHT
Mojave Airport,MHV
Miami International Airport,MIA
Minot Air Force Base,MIB
Delaware County Johnson Field,MIE
Shafter Airport - Minter Field,MIT
Millville Municipal Airport,MIV
Ocean County Airport,MJX
Charles B. Wheeler Downtown Airport,MKC
General Mitchell International Airport,MKE
Muskegon County Airport,MKG
McKellar-Sipes Regional Airport,MKL
Marco Island Executive Airport,MRK
Melbourne Orlando International Airport,MLB
Mc Alester Regional Airport,MLC
Quad City International Airport,MLI
Miles City Airport - Frank Wiley Field,MLS
Monroe Regional Airport,MLU
Kimaam Airport,KMM
Mammoth Yosemite Airport,MMH
McMinn County Airport,MMI
Southwest Minnesota Regional Airport - Marshall/Ryan Field,MML
Selfs Airport,MMS
Mc Entire Joint National Guard Base,MMT
Morristown Municipal Airport,MMU
Menominee–Marinette Twin County Airport,MNM
Marion Municipal Airport,MNN
Mobile Regional Airport,MOB
Modesto City Co-Harry Sham Field,MOD
Minot International Airport,MOT
Mariposa Yosemite Airport,RMY
Petit Jean Park Airport,MPJ
Pocono Mountains Municipal Airport,MPO
Edward F Knapp State Airport,MPV
Mount Pleasant Municipal Airport,MPZ
Macomb Municipal Airport,MQB
Dare County Regional Airport,MEO
Chester County G O Carlson Airport,CTH
Smyrna Airport,MQY
Eastern WV Regional Airport/Shepherd Field,MRB
Maury County Airport,MRC
Marfa Municipal Airport,MRF
Foothills Regional Airport,MRN
Monterey Peninsula Airport,MRY
Northwest Alabama Regional Airport,MSL
Dane County Regional Truax Field,MSN
Missoula International Airport,MSO
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MSP
Massena International Airport Richards Field,MSS
Sullivan County International Airport,MSV
Louis Armstrong New Orleans International Airport,MSY
Selfridge Air National Guard Base Airport,MTC
The Florida Keys Marathon Airport,MTH
Montrose Regional Airport,MTJ
Martin State Airport,MTN
Coles County Memorial Airport,MTO
Montauk Airport,MTP
Manitowoc County Airport,MTW
Muir Army Air Field (Fort Indiantown Gap) Airport,MUI
Mountain Home Air Force Base,MUO
Muscatine Municipal Airport,MUT
Monroe County Aeroplex Airport,MVC
Montevideo Chippewa County Airport,MVE
Morrisville-Stowe State Airport,MVL
